County, FIPS,rate
"Grainger County, Tennessee(6,10)",47057,103.9
"Delta County, Michigan(6,10)",26041,103.9 #  
"Roberts County, South Dakota(6,10)",46109,103.9
"Hart County, Georgia(7,9)",13147,103.8
"Monroe County, Iowa(7,8)",19135,103.8
"Vermillion County, Indiana(6,10)",18165,103.8
"Washington County, Missouri(6,10)",29221,103.8
"Lawrence County, South Dakota(6,10)",46081,103.8
"Aroostook County, Maine(6,10)",23003,103.8
"Columbia County, Florida(6,10)",12023,103.7
"Lawrence County, Alabama(6,10)",1079,103.7
"Hernando County, Florida(6,10)",12053,103.5
"Seminole County, Oklahoma(6,10)",40133,103.5
"Monroe County, Tennessee(6,10)",47123,103.5
"Covington County, Alabama(6,10)",1039,103.4
"Big Horn County, Montana(6,10)",30003,103.4
"Webster County, Missouri(6,10)",29225,103.4
"Upshur County, West Virginia(6,10)",54097,103.4
"O'Brien County, Iowa(7,8)",19141,103.4
"Lawrence County, Tennessee(6,10)",47099,103.4
"Jackson Parish, Louisiana(7,9)",22049,103.3
"Boone County, West Virginia(6,10)",54005,103.3
"Clay County, Arkansas(6,10)",5021,103.3
"Henderson County, Tennessee(6,10)",47077,103.2
"Caledonia County, Vermont(6,10)",50005,103.1
"Beaver County, Oklahoma(6,10)",40007,103.1
"Calhoun County, Michigan(6,10)",26025,103.1 #  
"Lowndes County, Mississippi(6,10)",28087,103
"Davis County, Iowa(7,8)",19051,103
"Luna County, New Mexico(7,8)",35029,103
"Hamilton County, Florida(6,10)",12047,102.9
"Starke County, Indiana(6,10)",18149,102.9
"Henry County, Ohio(6,10)",39069,102.8
"Van Buren County, Iowa(7,8)",19177,102.8
"Adams County, Indiana(6,10)",18001,102.8
"Siskiyou County, California(7,9)",6093,102.8
"Caribou County, Idaho(6,10)",16029,102.7
"Wabash County, Indiana(6,10)",18169,102.7
"Pope County, Arkansas(6,10)",5115,102.7
"Asotin County, Washington(6,10)",53003,102.6
"Linn County, Missouri(6,10)",29115,102.6
"Tyler County, West Virginia(6,10)",54095,102.6
"Delta County, Colorado(6,10)",8029,102.6
"Choctaw County, Oklahoma(6,10)",40023,102.5
"Sitka Borough, Alaska(6,10)",2220,102.5
"Marshall County, Iowa(7,8)",19127,102.5
"Miller County, Arkansas(6,10)",5091,102.4
"Jasper County, Mississippi(6,10)",28061,102.4
"Houston County, Tennessee(6,10)",47083,102.4
"Baker County, Florida(6,10)",12003,102.3
"Montgomery County, North Carolina(6,10)",37123,102.3
"Lee County, South Carolina(6,10)",45061,102.3
"Pocahontas County, West Virginia(6,10)",54075,102.3
"Meade County, South Dakota(6,10)",46093,102.3
"Fremont County, Iowa(7,8)",19071,102.3
"San Patricio County, Texas(6,10)",48409,102.2
"Price County, Wisconsin(6,10)",55099,102.2
"Newaygo County, Michigan(6,10)",26123,102.2 #  
"Randolph County, Missouri(6,10)",29175,102.2
"Walker County, Alabama(6,10)",1127,102.2
"Wilcox County, Georgia(7,9)",13315,102.1
"Cherokee County, Alabama(6,10)",1019,102.1
"Callahan County, Texas(6,10)",48059,102
"Walker County, Georgia(7,9)",13295,102
"Adams County, Mississippi(6,10)",28001,102
"Elmore County, Idaho(6,10)",16039,102
"Tallapoosa County, Alabama(6,10)",1123,101.9
"Assumption Parish, Louisiana(7,9)",22007,101.9
"Desha County, Arkansas(6,10)",5041,101.9
"Barton County, Missouri(6,10)",29011,101.9
"Cleveland County, Arkansas(6,10)",5025,101.9
"Hidalgo County, Texas(6,10)",48215,101.8
"Harrison County, Ohio(6,10)",39067,101.7
"Somerset County, Maryland(6,10)",24039,101.7
"Jefferson County, West Virginia(6,10)",54037,101.7
"Lincoln County, Mississippi(6,10)",28085,101.7
"Union County, South Carolina(6,10)",45087,101.6
"Prentiss County, Mississippi(6,10)",28117,101.6
"Newton County, Mississippi(6,10)",28101,101.6
"Thomas County, Georgia(7,9)",13275,101.5
"Bryan County, Oklahoma(6,10)",40013,101.5
"Monroe County, Arkansas(6,10)",5095,101.4
"Jefferson County, Texas(6,10)",48245,101.4
"Kane County, Utah(7)",49025,101.4
"Choctaw County, Alabama(6,10)",1023,101.4
"Nemaha County, Nebraska(6,10)",31127,101.3
"Tillman County, Oklahoma(6,10)",40141,101.3
"Bayfield County, Wisconsin(6,10)",55007,101.3
"Wilkes County, North Carolina(6,10)",37193,101.3
"St. Lawrence County, New York(6,10)",36089,101.2
"Union County, Indiana(6,10)",18161,101.2
"Sevier County, Arkansas(6,10)",5133,101.2
"Steuben County, Indiana(6,10)",18151,101.2
"Hunt County, Texas(6,10)",48231,101.2
"Randolph County, Arkansas(6,10)",5121,101.1
"Otoe County, Nebraska(6,10)",31131,101.1
"Boone County, Iowa(7,8)",19015,101.1
"Colusa County, California(7,9)",6011,101
"Baldwin County, Georgia(7,9)",13009,101
"Weber County, Utah(7,8)",49057,101
"Calhoun County, Alabama(6,10)",1015,101
"Appling County, Georgia(7,9)",13001,101
"Fayette County, Ohio(6,10)",39047,100.9
"Trempealeau County, Wisconsin(6,10)",55121,100.9
"Sequatchie County, Tennessee(6,10)",47153,100.8
"Adair County, Iowa(7,8)",19001,100.8
"Otsego County, Michigan(6,10)",26137,100.8 #  
"Harrison County, West Virginia(6,10)",54033,100.8
"Wetzel County, West Virginia(6,10)",54103,100.7
"Benewah County, Idaho(6,10)",16009,100.7
"Pleasants County, West Virginia(6,10)",54073,100.6
"Ripley County, Indiana(6,10)",18137,100.6
"Curry County, Oregon(6,10)",41015,100.5
"Berrien County, Georgia(7,9)",13019,100.5
"Barry County, Missouri(6,10)",29009,100.5
"Poinsett County, Arkansas(6,10)",5111,100.5
"Allegan County, Michigan(6,10)",26005,100.4 #  
"Converse County, Wyoming(6,10)",56009,100.3
"Cannon County, Tennessee(6,10)",47015,100.3
"Brown County, Ohio(6,10)",39015,100.2
"Suwannee County, Florida(6,10)",12121,100.2
"Taylor County, Georgia(7,9)",13269,100.2
"Escambia County, Alabama(6,10)",1053,100.2
"Childress County, Texas(6,10)",48075,100.1
"Buffalo County, Wisconsin(6,10)",55011,100.1
"Luce County, Michigan(6,10)",26095,100.1 #  
"Pike County, Mississippi(6,10)",28113,100.1
"Itawamba County, Mississippi(6,10)",28057,100.1
"Greene County, Arkansas(6,10)",5055,100.1
"Franklin County, Indiana(6,10)",18047,100
"Roosevelt County, Montana(6,10)",30085,100
"Love County, Oklahoma(6,10)",40085,100
"Newberry County, South Carolina(6,10)",45071,100
"Adams County, Ohio(6,10)",39001,99.9
"Grimes County, Texas(6,10)",48185,99.9
"Decatur County, Tennessee(6,10)",47039,99.8
"Benton County, Tennessee(6,10)",47005,99.8
"Cherokee County, Oklahoma(6,10)",40021,99.8
"Long County, Georgia(7,9)",13183,99.8
"Alcona County, Michigan(6,10)",26001,99.7 #  
"Seward County, Nebraska(6,10)",31159,99.5
"Kerr County, Texas(6,10)",48265,99.5
"Barbour County, West Virginia(6,10)",54001,99.4
"Neshoba County, Mississippi(6,10)",28099,99.4
"Charlotte County, Florida(6,10)",12015,99.4
"Torrance County, New Mexico(7,8)",35057,99.4
"Ringgold County, Iowa(7,8)",19159,99.4
"Whitfield County, Georgia(7,9)",13313,99.3
"Murray County, Georgia(7,9)",13213,99.3
"Beaverhead County, Montana(6,10)",30001,99.2
"Collier County, Florida(6,10)",12021,99.2
"Chickasaw County, Iowa(7,8)",19037,99.2
"Hancock County, Mississippi(6,10)",28045,99.1
"Wood County, Texas(6,10)",48499,99.1
"Lucas County, Ohio(6,10)",39095,99.1
"Clarke County, Iowa(7,8)",19039,99
"Greene County, Indiana(6,10)",18055,99
"Butler County, Iowa(7,8)",19023,99
"Nacogdoches County, Texas(6,10)",48347,99
"Wayne County, Tennessee(6,10)",47181,99
"Crittenden County, Arkansas(6,10)",5035,99
"Columbia County, Arkansas(6,10)",5027,98.9
"Silver Bow County, Montana(6,10)",30093,98.9
"Coshocton County, Ohio(6,10)",39031,98.9
"Butts County, Georgia(7,9)",13035,98.8
"Pawnee County, Oklahoma(6,10)",40117,98.8
"Taylor County, Wisconsin(6,10)",55119,98.7
"Trinity County, Texas(6,10)",48455,98.6
"Monroe County, Michigan(6,10)",26115,98.6 #  
"Schuyler County, New York(6,10)",36097,98.6
"Dunklin County, Missouri(6,10)",29069,98.6
"Custer County, Idaho(6,10)",16037,98.5
"Saunders County, Nebraska(6,10)",31155,98.5
"Box Butte County, Nebraska(6,10)",31013,98.4
"Craighead County, Arkansas(6,10)",5031,98.2
"Dillon County, South Carolina(6,10)",45033,98.2
"Custer County, Montana(6,10)",30017,98.2
"Lauderdale County, Alabama(6,10)",1077,98.2
"Grady County, Georgia(7,9)",13131,98.1
"New Madrid County, Missouri(6,10)",29143,98.1
"San Jacinto County, Texas(6,10)",48407,98.1
"Atoka County, Oklahoma(6,10)",40005,98.1
"Walthall County, Mississippi(6,10)",28147,98.1
"Douglas County, Oregon(6,10)",41019,98
"Fannin County, Texas(6,10)",48147,98
"Overton County, Tennessee(6,10)",47133,98
"Fremont County, Wyoming(6,10)",56013,98
"Meigs County, Tennessee(6,10)",47121,97.9
"Carroll County, Missouri(6,10)",29033,97.9
"Franklin County, Texas(6,10)",48159,97.8
"Roane County, West Virginia(6,10)",54087,97.7
"Coffee County, Georgia(7,9)",13069,97.5
"Jefferson Davis County, Mississippi(6,10)",28065,97.4
"Nodaway County, Missouri(6,10)",29147,97.3
"Mahaska County, Iowa(7,8)",19123,97.3
"Emmet County, Iowa(7,8)",19063,97.3
"Van Buren County, Michigan(6,10)",26159,97.3 #  
"Mississippi County, Arkansas(6,10)",5093,97.2
"Colfax County, New Mexico(7,8)",35007,97.2
"Winston County, Alabama(6,10)",1133,97.2
"Cass County, Texas(6,10)",48067,97.2
"Mason County, West Virginia(6,10)",54053,97.1
"Custer County, South Dakota(6,10)",46033,97.1
"St. James Parish, Louisiana(7,9)",22093,97.1
"Dixon County, Nebraska(6,10)",31051,97.1
"Guernsey County, Ohio(6,10)",39059,97.1
"Blanco County, Texas(6,10)",48031,97.1
"Lincoln County, New Mexico(7,8)",35027,97.1
"Ashley County, Arkansas(6,10)",5003,97
"Langlade County, Wisconsin(6,10)",55067,97
"Jefferson County, Indiana(6,10)",18077,97
"Liberty County, Texas(6,10)",48291,97
"Broadwater County, Montana(6,10)",30007,96.9
"Upshur County, Texas(6,10)",48459,96.9
"Panola County, Texas(6,10)",48365,96.8
"Madison County, Idaho(6,10)",16065,96.8
"Oceana County, Michigan(6,10)",26127,96.8 #  
"Lyon County, Iowa(7,8)",19119,96.8
"Brown County, Texas(6,10)",48049,96.7
"Anderson County, Texas(6,10)",48001,96.7
"Plymouth County, Iowa(7,8)",19149,96.6
"Upson County, Georgia(7,9)",13293,96.6
"Lawrence County, Arkansas(6,10)",5075,96.6
"Richland Parish, Louisiana(7,9)",22083,96.6
"Belmont County, Ohio(6,10)",39013,96.6
"Owen County, Indiana(6,10)",18119,96.5
"Wheeler County, Texas(6,10)",48483,96.5
"Etowah County, Alabama(6,10)",1055,96.5
"Sullivan County, Indiana(6,10)",18153,96.4
"Mineral County, Montana(6,10)",30061,96.4
"Arkansas County, Arkansas(6,10)",5001,96.3
"Clay County, Alabama(6,10)",1027,96.3
"Moody County, South Dakota(6,10)",46101,96.3
"Lauderdale County, Mississippi(6,10)",28075,96.3
"McKinley County, New Mexico(7,8)",35031,96.2
"Meigs County, Ohio(6,10)",39105,96.2
"Lincoln County, Montana(6,10)",30053,96.1
"Henry County, Alabama(6,10)",1067,96.1
"Wise County, Texas(6,10)",48497,96.1
"Henry County, Tennessee(6,10)",47079,96
"Gilmer County, Georgia(7,9)",13123,96
"Miller County, Missouri(6,10)",29131,96
"Lafayette County, Florida(6,10)",12067,95.9
"Burnet County, Texas(6,10)",48053,95.9
"Hardin County, Texas(6,10)",48199,95.9
"Pendleton County, West Virginia(6,10)",54071,95.8
"Custer County, Nebraska(6,10)",31041,95.8
"Essex County, Vermont(6,10)",50009,95.7
"Dyer County, Tennessee(6,10)",47045,95.7
"Carroll County, Indiana(6,10)",18015,95.6
"Ritchie County, West Virginia(6,10)",54085,95.6
"Webb County, Texas(6,10)",48479,95.6
"Hendry County, Florida(6,10)",12051,95.6
"Parke County, Indiana(6,10)",18121,95.6
"Cass County, Iowa(7,8)",19029,95.6
"Brewster County, Texas(6,10)",48043,95.6
"Cedar County, Nebraska(6,10)",31027,95.4
"Cocke County, Tennessee(6,10)",47029,95.4
"Lassen County, California(7,9)",6035,95.4
"Jackson County, Ohio(6,10)",39079,95.3
"Evangeline Parish, Louisiana(7,9)",22039,95.3
"St. Joseph County, Michigan(6,10)",26149,95.3 #  
"Lawrence County, Mississippi(6,10)",28077,95.1
"Nicholas County, West Virginia(6,10)",54067,95
"Dawes County, Nebraska(6,10)",31045,95
"Pike County, Georgia(7,9)",13231,95
"Tippah County, Mississippi(6,10)",28139,94.9
"Carroll County, Tennessee(6,10)",47017,94.8
"Cochise County, Arizona(6,10)",4003,94.7
"Hempstead County, Arkansas(6,10)",5057,94.7
"Dent County, Missouri(6,10)",29065,94.7
"Red River County, Texas(6,10)",48387,94.6
"Wayne County, Nebraska(6,10)",31179,94.5
"Green County, Wisconsin(6,10)",55045,94.5
"Carroll County, Iowa(7,8)",19027,94.4
"Custer County, Oklahoma(6,10)",40039,94.4
"Houghton County, Michigan(6,10)",26061,94.4 #  
"Goliad County, Texas(6,10)",48175,94.4
"Hamilton County, Iowa(7,8)",19079,94.3
"Scott County, Arkansas(6,10)",5127,94.3
"Baraga County, Michigan(6,10)",26013,94.2 #  
"Jasper County, Texas(6,10)",48241,94.2
"Dawson County, Nebraska(6,10)",31047,94.2
"Uvalde County, Texas(6,10)",48463,94.2
"Polk County, Arkansas(6,10)",5113,94.1
"Lincoln County, Nebraska(6,10)",31111,94
"Ottawa County, Oklahoma(6,10)",40115,94
"Deaf Smith County, Texas(6,10)",48117,94
"Boone County, Arkansas(6,10)",5009,93.8
"Marshall County, Oklahoma(6,10)",40095,93.7
"Atchison County, Missouri(6,10)",29005,93.7
"Fremont County, Idaho(6,10)",16043,93.6
"Simpson County, Mississippi(6,10)",28127,93.5
"Columbia County, Washington(6,10)",53013,93.5
"Ward County, Texas(6,10)",48475,93.4
"Dade County, Georgia(7,9)",13083,93.3
"Big Horn County, Wyoming(6,10)",56003,93.2
"Osage County, Oklahoma(6,10)",40113,93.2
"Fayette County, Texas(6,10)",48149,93.1
"Comanche County, Texas(6,10)",48093,93
"Wilson County, Texas(6,10)",48493,93
"Murray County, Oklahoma(6,10)",40099,93
"Lewis County, New York(6,10)",36049,93
"Jefferson County, Idaho(6,10)",16051,93
"Jack County, Texas(6,10)",48237,92.9
"Missaukee County, Michigan(6,10)",26113,92.9 #  
"Morgan County, Missouri(6,10)",29141,92.9
"Cedar County, Missouri(6,10)",29039,92.7
"Gila County, Arizona(6,10)",4007,92.7
"Kalkaska County, Michigan(6,10)",26079,92.6 #  
"Logan County, Arkansas(6,10)",5083,92.6
"Stone County, Arkansas(6,10)",5137,92.6
"Johnston County, Oklahoma(6,10)",40069,92.6
"Yuma County, Colorado(6,10)",8125,92.5
"Greene County, Mississippi(6,10)",28041,92.5
"Independence County, Arkansas(6,10)",5063,92.5
"Columbus County, North Carolina(6,10)",37047,92.4
"Decatur County, Georgia(7,9)",13087,92.1
"Eddy County, New Mexico(7,8)",35015,92
"Moore County, Tennessee(6,10)",47127,92
"Cross County, Arkansas(6,10)",5037,91.9
"Catoosa County, Georgia(7,9)",13047,91.8
"Brown County, Indiana(6,10)",18013,91.8
"Pike County, Arkansas(6,10)",5109,91.8
"Ste. Genevieve County, Missouri(6,10)",29186,91.7
"Laclede County, Missouri(6,10)",29105,91.6
"Iosco County, Michigan(6,10)",26069,91.6 #  
"Taylor County, West Virginia(6,10)",54091,91.3
"Wilkinson County, Georgia(7,9)",13319,91.3
"Bacon County, Georgia(7,9)",13005,91.3
"Lincoln County, Arkansas(6,10)",5079,91.3
"Grand County, Colorado(6,10)",8049,91.2
"Hopkins County, Texas(6,10)",48223,91.1
"Pinal County, Arizona(6,10)",4021,90.9
"Cleburne County, Alabama(6,10)",1029,90.9
"Hamilton County, Nebraska(6,10)",31081,90.8
"Braxton County, West Virginia(6,10)",54007,90.8
"Vernon Parish, Louisiana(7,9)",22115,90.6
"Saluda County, South Carolina(6,10)",45081,90.5
"Franklin County, Mississippi(6,10)",28037,90.5
"Miami County, Indiana(6,10)",18103,90.4
"Heard County, Georgia(7,9)",13149,90.4
"Clark County, Missouri(6,10)",29045,90.2
"Haralson County, Georgia(7,9)",13143,90.1
"Socorro County, New Mexico(7)",35053,90
"Jefferson County, Nebraska(6,10)",31095,90
"Carbon County, Wyoming(6,10)",56007,89.9
"Hardy County, West Virginia(6,10)",54031,89.9
"York County, Nebraska(6,10)",31185,89.8
"Crawford County, Iowa(7,8)",19047,89.8
"Avoyelles Parish, Louisiana(7,9)",22009,89.8
"San Miguel County, New Mexico(7,8)",35047,89.7
"Chattooga County, Georgia(7,9)",13055,89.7
"Presque Isle County, Michigan(6,10)",26141,89.6 #  
"Jackson County, Arkansas(6,10)",5067,89.6
"Hockley County, Texas(6,10)",48219,89.6
"Skamania County, Washington(6,10)",53059,89.5
"Pontotoc County, Oklahoma(6,10)",40123,89.4
"Cooke County, Texas(6,10)",48097,89.4
"Caddo County, Oklahoma(6,10)",40015,89.3
"Eastland County, Texas(6,10)",48133,89.2
"Clarendon County, South Carolina(6,10)",45027,89.2
"Emery County, Utah(7)",49015,89.2
"Goshen County, Wyoming(6,10)",56015,89.1
"Lake County, Michigan(6,10)",26085,88.9 #  
"Iron County, Michigan(6,10)",26071,88.9 #  
"Hot Spring County, Arkansas(6,10)",5059,88.9
"Monroe County, Ohio(6,10)",39111,88.8
"DeKalb County, Alabama(6,10)",1049,88.8
"Andrew County, Missouri(6,10)",29003,88.8
"Irwin County, Georgia(7,9)",13155,88.8
"Summit County, Colorado(6,10)",8117,88.4
"Carroll County, Ohio(6,10)",39019,88.3
"Hale County, Texas(6,10)",48189,88.3
"Jeff Davis County, Georgia(7,9)",13161,88.2
"Sublette County, Wyoming(6,10)",56035,88.2
"Clarke County, Mississippi(6,10)",28023,88.2
"Texas County, Missouri(6,10)",29215,88
"Brooks County, Georgia(7,9)",13027,87.9
"Juneau Borough, Alaska(6,10)",2110,87.8
"McNairy County, Tennessee(6,10)",47109,87.8
"McCulloch County, Texas(6,10)",48307,87.7
"Coal County, Oklahoma(6,10)",40029,87.5
"Little River County, Arkansas(6,10)",5081,87.3
"Red River Parish, Louisiana(7,9)",22081,87.3
"DeSoto County, Florida(6,10)",12027,87.2
"Fulton County, Arkansas(6,10)",5049,87.2
"Madison County, Arkansas(6,10)",5087,87.2
"Stanton County, Nebraska(6,10)",31167,86.8
"Warren County, North Carolina(6,10)",37185,86.7
"Grant County, West Virginia(6,10)",54023,86.7
"Shelby County, Texas(6,10)",48419,86.6
"Iron County, Wisconsin(6,10)",55051,86.6
"Trousdale County, Tennessee(6,10)",47169,86.4
"Marshall County, Alabama(6,10)",1095,86.3
"Shelby County, Ohio(6,10)",39149,86.3
"Grady County, Oklahoma(6,10)",40051,86.2
"St. Francis County, Arkansas(6,10)",5123,86.2
"Howard County, Missouri(6,10)",29089,86.2
"Lea County, New Mexico(7,8)",35025,86.1
"Gallia County, Ohio(6,10)",39053,86
"Uintah County, Utah(7,8)",49047,86
"Crisp County, Georgia(7,9)",13081,85.9
"Pepin County, Wisconsin(6,10)",55091,85.9
"Howell County, Missouri(6,10)",29091,85.8
"Titus County, Texas(6,10)",48449,85.8
"Ochiltree County, Texas(6,10)",48357,85.8
"Benton County, Mississippi(6,10)",28009,85.5
"Duchesne County, Utah(7,8)",49013,85.5
"Forest County, Wisconsin(6,10)",55041,85.4
"La Salle Parish, Louisiana(7,9)",22059,85.4
"Clearwater County, Idaho(6,10)",16035,85.3
"Bandera County, Texas(6,10)",48019,85.3
"Roosevelt County, New Mexico(7,8)",35041,85.2
"Fulton County, Ohio(6,10)",39051,85
"Platte County, Wyoming(6,10)",56031,85
"Bamberg County, South Carolina(6,10)",45009,85
"Holt County, Nebraska(6,10)",31089,84.8
"Wallowa County, Oregon(6,10)",41063,84.7
"Chester County, Tennessee(6,10)",47023,84.6
"Daviess County, Indiana(6,10)",18027,84.6
"Banks County, Georgia(7,9)",13011,84.5
"Gogebic County, Michigan(6,10)",26053,84.4 #  
"Burleson County, Texas(6,10)",48051,84.2
"Falls County, Texas(6,10)",48145,84.2
"Benton County, Indiana(6,10)",18007,84.2
"Mayes County, Oklahoma(6,10)",40097,84
"Kearney County, Nebraska(6,10)",31099,83.8
"Switzerland County, Indiana(6,10)",18155,83.8
"Cherokee County, Iowa(7,8)",19035,83.7
"Rains County, Texas(6,10)",48379,83.7
"Terry County, Texas(6,10)",48445,83.6
"Leflore County, Mississippi(6,10)",28083,83.5
"Madison County, Montana(6,10)",30057,83.5
"Coosa County, Alabama(6,10)",1037,83.4
"Clinton County, Michigan(6,10)",26037,83.3 #  
"Ozark County, Missouri(6,10)",29153,83.3
"Franklin County, Arkansas(6,10)",5047,83.2
"McIntosh County, Oklahoma(6,10)",40091,83.2
"Gaines County, Texas(6,10)",48165,83.2
"Polk County, Wisconsin(6,10)",55095,83.1
"Lafayette County, Wisconsin(6,10)",55065,82.9
"Lamb County, Texas(6,10)",48279,82.9
"Fayette County, Indiana(6,10)",18041,82.8
"Madison County, Florida(6,10)",12079,82.8
"Decatur County, Indiana(6,10)",18031,82.8
"Pemiscot County, Missouri(6,10)",29155,82.7
"Pushmataha County, Oklahoma(6,10)",40127,82.7
"Chaves County, New Mexico(7,8)",35005,82.6
"Madison County, Missouri(6,10)",29123,82.5
"Bates County, Missouri(6,10)",29013,82.4
"Pickett County, Tennessee(6,10)",47137,82.4
"West Carroll Parish, Louisiana(7,9)",22123,82.4
"Ashland County, Wisconsin(6,10)",55003,82.4
"Washakie County, Wyoming(6,10)",56043,82.4
"Mills County, Texas(6,10)",48333,82.4
"Branch County, Michigan(6,10)",26023,82.4 #  
"Marion County, Mississippi(6,10)",28091,82.3
"Scott County, Mississippi(6,10)",28123,82.1
"Shannon County, Missouri(6,10)",29203,82
"Appanoose County, Iowa(7,8)",19007,82
"Robertson County, Texas(6,10)",48395,81.8
"Chippewa County, Michigan(6,10)",26033,81.7 #  
"Gates County, North Carolina(6,10)",37073,81.7
"Wirt County, West Virginia(6,10)",54105,81.1
"Bradley County, Arkansas(6,10)",5011,81.1
"Sequoyah County, Oklahoma(6,10)",40135,81
"Washington County, Florida(6,10)",12133,81
"Boundary County, Idaho(6,10)",16021,80.9
"Douglas County, Wisconsin(6,10)",55031,80.7
"Winn Parish, Louisiana(7,9)",22127,80.5
"Santa Cruz County, Arizona(6,10)",4023,80.3
"Llano County, Texas(6,10)",48299,80.2
"Wyoming County, West Virginia(6,10)",54109,80.2
"St. Clair County, Missouri(6,10)",29185,80
"Bladen County, North Carolina(6,10)",37017,79.8
"Woodward County, Oklahoma(6,10)",40153,79.8
"Newton County, Arkansas(6,10)",5101,79.3
"Montgomery County, Arkansas(6,10)",5097,79.3
"Bledsoe County, Tennessee(6,10)",47007,79.2
"Sunflower County, Mississippi(6,10)",28133,79.2
"Daviess County, Missouri(6,10)",29061,79.1
"Winston County, Mississippi(6,10)",28159,78.9
"Hickory County, Missouri(6,10)",29085,78.8
"Morgan County, Utah(7)",49029,78.6
"Hot Springs County, Wyoming(6,10)",56017,78.4
"Gentry County, Missouri(6,10)",29075,78.4
"Delaware County, Oklahoma(6,10)",40041,78
"Jim Wells County, Texas(6,10)",48249,77.9
"Newton County, Texas(6,10)",48351,77.8
"Pierce County, Wisconsin(6,10)",55093,77.7
"Sanilac County, Michigan(6,10)",26151,77.5 #  
"Covington County, Mississippi(6,10)",28031,77.5
"Barry County, Michigan(6,10)",26015,77.4 #  
"Coleman County, Texas(6,10)",48083,77.3
"Grant County, Oregon(6,10)",41023,77.2
"Lincoln County, Georgia(7,9)",13181,77.2
"Rusk County, Wisconsin(6,10)",55107,77.1
"Oscoda County, Michigan(6,10)",26135,76.9 #  
"Johnson County, Georgia(7,9)",13167,76.9
"Lincoln County, Oklahoma(6,10)",40081,76.5
"Marion County, South Carolina(6,10)",45067,76
"Tyler County, Texas(6,10)",48457,75.6
"Brantley County, Georgia(7,9)",13025,75.6
"Mason County, Michigan(6,10)",26105,75.1 #  
"Kewaunee County, Wisconsin(6,10)",55061,74.9
"Colorado County, Texas(6,10)",48089,74.6
"McIntosh County, Georgia(7,9)",13191,74.3
"Humboldt County, Iowa(7,8)",19091,74.3
"Oregon County, Missouri(6,10)",29149,74.3
"McDonald County, Missouri(6,10)",29119,74
"Telfair County, Georgia(7,9)",13271,73.9
"Carroll County, Mississippi(6,10)",28015,73.8
"Gonzales County, Texas(6,10)",48177,73.1
"Thayer County, Nebraska(6,10)",31169,72.5
"Dooly County, Georgia(7,9)",13093,71.7
"Montague County, Texas(6,10)",48337,71.6
"Newton County, Missouri(6,10)",29145,71.1
"Douglas County, Missouri(6,10)",29067,71
"Sullivan County, Missouri(6,10)",29211,70.8
"Nevada County, Arkansas(6,10)",5099,70.8
"Stephens County, Texas(6,10)",48429,70.2
"Smith County, Mississippi(6,10)",28129,70
"Candler County, Georgia(7,9)",13043,69.9
"Calhoun County, West Virginia(6,10)",54013,69.6
"Grant Parish, Louisiana(7,9)",22043,69.2
"Apache County, Arizona(6,10)",4001,68.9
"Holmes County, Ohio(6,10)",39075,68.4
"Cass County, Michigan(6,10)",26027,68.1 #  
"Ogemaw County, Michigan(6,10)",26129,67.1 #  
"La Paz County, Arizona(6,10)",4012,66.9
"Franklin County, Florida(6,10)",12037,66.6
"Reynolds County, Missouri(6,10)",29179,66.5
"Maries County, Missouri(6,10)",29125,66
"Gilmer County, West Virginia(6,10)",54021,65.4
"Amite County, Mississippi(6,10)",28005,65.3
"Charlton County, Georgia(7,9)",13049,65.3
"Searcy County, Arkansas(6,10)",5129,65.1
"Calhoun County, Florida(6,10)",12013,65.1
"Wayne County, Iowa(7,8)",19185,64.7
"Crawford County, Michigan(6,10)",26039,63.7 #  
"Pierce County, Nebraska(6,10)",31139,62.3
"San Augustine County, Texas(6,10)",48405,62
"Doddridge County, West Virginia(6,10)",54017,60.7
"Archer County, Texas(6,10)",48009,59.1
"Jackson County, Florida(6,10)",12063,59.1
"Le Flore County, Oklahoma(6,10)",40079,55.7
"Jackson County, Texas(6,10)",48239,55.5
"Adair County, Oklahoma(6,10)",40001,54.6
"Menominee County, Michigan(6,10)",26109,54
"Holmes County, Florida(6,10)",12059,51.5
